"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Bosnia y Herzegovina","Austria","Hombres","menos de 14",15,85,100,0.0739
"Camerún","Austria","Hombres","menos de 14",30,20,50,0.4296
"China (incluye Hong Kong)","Austria","Hombres","menos de 14",35,35,70,0.4483
"Congo","Austria","Hombres","menos de 14",10,0,10,0.42
"Desconocido","Austria","Hombres","menos de 14",10,15,25,0.5546
"Egipto","Austria","Hombres","menos de 14",10,10,20,0.4293
"Eritrea","Austria","Hombres","menos de 14",10,5,15,0.9091
"Eslovaquia","Austria","Hombres","menos de 14",0,5,5,0
"Etiopía","Austria","Hombres","menos de 14",20,0,20,0.5977
"Gambia","Austria","Hombres","menos de 14",10,0,10,0.3204
"Georgia","Austria","Hombres","menos de 14",45,165,210,0.0811
"Ghana","Austria","Hombres","menos de 14",0,15,15,0.3223
"Guatemala","Austria","Hombres","menos de 14",5,0,5,0.1892
"Guinea","Austria","Hombres","menos de 14",5,0,5,0.526
"India","Austria","Hombres","menos de 14",0,25,25,0.0561
"Irán","Austria","Hombres","menos de 14",165,75,240,0.7502
"Iraq","Austria","Hombres","menos de 14",355,40,395,0.8119
"Kazakhstan","Austria","Hombres","menos de 14",0,40,40,0.2075
"Kosovo","Austria","Hombres","menos de 14",95,360,455,0.1305
"Kyrgyzstan","Austria","Hombres","menos de 14",30,45,75,0.2291
"Líbano","Austria","Hombres","menos de 14",10,25,35,0.1998
"Macedonia","Austria","Hombres","menos de 14",15,135,150,0.0124
"Marruecos","Austria","Hombres","menos de 14",0,5,5,0.1542
"Moldavia","Austria","Hombres","menos de 14",5,15,20,0.0728
"Mongolia","Austria","Hombres","menos de 14",15,160,175,0.081
"Montenegro","Austria","Hombres","menos de 14",0,10,10,0.0287
"Nepal","Austria","Hombres","menos de 14",10,0,10,0.2666
"Nigeria","Austria","Hombres","menos de 14",35,115,150,0.2344
"Pakistán","Austria","Hombres","menos de 14",15,5,20,0.3389
"Rep. Dem. Congo","Austria","Hombres","menos de 14",55,15,70,0.4094
"Rusia","Austria","Hombres","menos de 14",2040,2865,4905,0.3649
"Serbia","Austria","Hombres","menos de 14",95,360,455,0.0613
"Siria","Austria","Hombres","menos de 14",295,85,380,0.9503
"Somalia","Austria","Hombres","menos de 14",400,20,420,0.8538
"Sudán","Austria","Hombres","menos de 14",30,5,35,0.7275
"Tajikistán","Austria","Hombres","menos de 14",10,15,25,0.2548
"Turquía","Austria","Hombres","menos de 14",115,145,260,0.3417
"Ucrania","Austria","Hombres","menos de 14",35,60,95,0.1808
"Uzbekistán","Austria","Hombres","menos de 14",10,10,20,0.3422
"Afganistán","Bélgica","Hombres","menos de 14",480,370,850,0.7166
"Albania","Bélgica","Hombres","menos de 14",75,465,540,0.181
"Algeria","Bélgica","Hombres","menos de 14",5,45,50,0.1081
"Angola","Bélgica","Hombres","menos de 14",5,140,145,0.3084
"Armenia","Bélgica","Hombres","menos de 14",15,560,575,0.1616
"Azerbaijan","Bélgica","Hombres","menos de 14",0,75,75,0.3376
"Bangladesh","Bélgica","Hombres","menos de 14",0,25,25,0.1903
"Benin","Bélgica","Hombres","menos de 14",5,10,15,0.2206
"Bielorrusia","Bélgica","Hombres","menos de 14",0,30,30,0.3191
"Bosnia y Herzegovina","Bélgica","Hombres","menos de 14",5,170,175,0.0692
"Bulgaria","Bélgica","Hombres","menos de 14",0,50,50,0
"Burkina Faso","Bélgica","Hombres","menos de 14",0,10,10,0.3047
"Burundi","Bélgica","Hombres","menos de 14",50,85,135,0.5605
"Camerún","Bélgica","Hombres","menos de 14",15,40,55,0.4123
"China (incluye Hong Kong)","Bélgica","Hombres","menos de 14",70,5,75,0.4308
"Corea del Norte","Bélgica","Hombres","menos de 14",10,20,30,0.6189
"Costa de Marfil","Bélgica","Hombres","menos de 14",10,35,45,0.4298
"Croacia","Bélgica","Hombres","menos de 14",0,20,20,0.0571
"Desconocido","Bélgica","Hombres","menos de 14",175,150,325,0.5369
"Djibouti","Bélgica","Hombres","menos de 14",30,30,60,0.5799
"Egipto","Bélgica","Hombres","menos de 14",5,15,20,0.412
"El Salvador","Bélgica","Hombres","menos de 14",0,10,10,0.255
"Eritrea","Bélgica","Hombres","menos de 14",20,5,25,0.9031
"Eslovaquia","Bélgica","Hombres","menos de 14",0,285,285,0
"Etiopía","Bélgica","Hombres","menos de 14",0,5,5,0.5805
"Georgia","Bélgica","Hombres","menos de 14",5,125,130,0.0759
"Ghana","Bélgica","Hombres","menos de 14",0,5,5,0.3069
"Guinea","Bélgica","Hombres","menos de 14",525,520,1045,0.5082
"Holanda","Bélgica","Hombres","menos de 14",0,10,10,0
"Hungría","Bélgica","Hombres","menos de 14",0,30,30,0
"India","Bélgica","Hombres","menos de 14",0,20,20,0.0525
"Irán","Bélgica","Hombres","menos de 14",55,190,245,0.7367
"Iraq","Bélgica","Hombres","menos de 14",355,215,570,0.8007
"Israel","Bélgica","Hombres","menos de 14",0,10,10,0.0563
"Jordán","Bélgica","Hombres","menos de 14",5,20,25,0.3282
"Kazakhstan","Bélgica","Hombres","menos de 14",5,105,110,0.196
"Kenya","Bélgica","Hombres","menos de 14",0,15,15,0.248
"Kosovo","Bélgica","Hombres","menos de 14",115,1280,1395,0.1226
"Kyrgyzstan","Bélgica","Hombres","menos de 14",15,55,70,0.2168
"Líbano","Bélgica","Hombres","menos de 14",10,55,65,0.1886
"Liberia","Bélgica","Hombres","menos de 14",0,5,5,0.2946
"Macedonia","Bélgica","Hombres","menos de 14",15,440,455,0.0115
"Mali","Bélgica","Hombres","menos de 14",5,5,10,0.5207
"Marruecos","Bélgica","Hombres","menos de 14",10,20,30,0.1452
"Mauritania","Bélgica","Hombres","menos de 14",15,25,40,0.3604
"Mongolia","Bélgica","Hombres","menos de 14",0,15,15,0.0758
"Montenegro","Bélgica","Hombres","menos de 14",0,35,35,0.0268
"Nepal","Bélgica","Hombres","menos de 14",0,10,10,0.2529
"Níger","Bélgica","Hombres","menos de 14",0,5,5,0.3949
"Nigeria","Bélgica","Hombres","menos de 14",5,80,85,0.2218
"Pakistán","Bélgica","Hombres","menos de 14",15,90,105,0.3232
"Palestina","Bélgica","Hombres","menos de 14",0,5,5,0.8272
"Rep. Dem. Congo","Bélgica","Hombres","menos de 14",145,495,640,0.3923
"República Centroafricana","Bélgica","Hombres","menos de 14",5,0,5,0.8238
"República Checa","Bélgica","Hombres","menos de 14",0,45,45,0
"Ruanda","Bélgica","Hombres","menos de 14",110,130,240,0.6337
"Rumanía","Bélgica","Hombres","menos de 14",0,65,65,0.0281
"Rusia","Bélgica","Hombres","menos de 14",555,2120,2675,0.3485
"Senegal","Bélgica","Hombres","menos de 14",10,25,35,0.3325
"Serbia","Bélgica","Hombres","menos de 14",155,890,1045,0.0573
"Sierra Leona","Bélgica","Hombres","menos de 14",5,5,10,0.4703
"Siria","Bélgica","Hombres","menos de 14",430,85,515,0.9468
"Somalia","Bélgica","Hombres","menos de 14",90,75,165,0.8447
"Sri Lanka","Bélgica","Hombres","menos de 14",40,30,70,0.5418
"Sudán","Bélgica","Hombres","menos de 14",25,5,30,0.7131
"Tanzania","Bélgica","Hombres","menos de 14",0,15,15,0.205
"Togo","Bélgica","Hombres","menos de 14",5,40,45,0.3579
"Túnez","Bélgica","Hombres","menos de 14",0,5,5,0.0717
"Turquía","Bélgica","Hombres","menos de 14",35,155,190,0.3259
"Ucrania","Bélgica","Hombres","menos de 14",0,30,30,0.1705
"Uzbekistán","Bélgica","Hombres","menos de 14",0,10,10,0.3264
"Afganistán","Bulgaria","Hombres","menos de 14",5,10,15,0.7893
"Apátrida","Bulgaria","Hombres","menos de 14",110,0,110,0.8968
"Irán","Bulgaria","Hombres","menos de 14",0,5,5,0.8057
"Iraq","Bulgaria","Hombres","menos de 14",35,5,40,0.8562
"Pakistán","Bulgaria","Hombres","menos de 14",0,5,5,0.4144
"Siria","Bulgaria","Hombres","menos de 14",1345,5,1350,0.9635
"Somalia","Bulgaria","Hombres","menos de 14",10,0,10,0.8896
"Armenia","Chipre","Hombres","menos de 14",0,5,5,0.0756
"Bangladesh","Chipre","Hombres","menos de 14",0,5,5,0.0907
"Bosnia y Herzegovina","Chipre","Hombres","menos de 14",0,5,5,0.0306
"Camerún","Chipre","Hombres","menos de 14",0,5,5,0.2294
"Egipto","Chipre","Hombres","menos de 14",0,30,30,0.2291
"Filipinas","Chipre","Hombres","menos de 14",0,5,5,0
"Georgia","Chipre","Hombres","menos de 14",5,0,5,0.0337
"Irán","Chipre","Hombres","menos de 14",0,20,20,0.5427
"Iraq","Chipre","Hombres","menos de 14",55,35,90,0.6303
"Israel","Chipre","Hombres","menos de 14",0,5,5,0.0247
"Líbano","Chipre","Hombres","menos de 14",0,10,10,0.0898
"Palestina","Chipre","Hombres","menos de 14",145,45,190,0.6701
"Siria","Chipre","Hombres","menos de 14",150,55,205,0.8831
"Sri Lanka","Chipre","Hombres","menos de 14",0,15,15,0.334
"Turquía","Chipre","Hombres","menos de 14",10,35,45,0.1702
"Ucrania","Chipre","Hombres","menos de 14",0,5,5,0.0802
"Yemen","Chipre","Hombres","menos de 14",10,5,15,0.4205
"Afganistán","Dinamarca","Hombres","menos de 14",145,170,315,0.645
"Albania","Dinamarca","Hombres","menos de 14",0,15,15,0.137
"Apátrida","Dinamarca","Hombres","menos de 14",110,25,135,0.8082
"Armenia","Dinamarca","Hombres","menos de 14",0,40,40,0.1216
"Azerbaijan","Dinamarca","Hombres","menos de 14",5,5,10,0.2681
"Bangladesh","Dinamarca","Hombres","menos de 14",0,5,5,0.1445
"Bosnia y Herzegovina","Dinamarca","Hombres","menos de 14",5,25,30,0.0507
"Croacia","Dinamarca","Hombres","menos de 14",0,5,5,0.0417
"Egipto","Dinamarca","Hombres","menos de 14",0,10,10,0.3349
"Eritrea","Dinamarca","Hombres","menos de 14",5,0,5,0.8701
"Georgia","Dinamarca","Hombres","menos de 14",0,10,10,0.0557
"India","Dinamarca","Hombres","menos de 14",0,5,5,0.0383
"Irán","Dinamarca","Hombres","menos de 14",65,55,120,0.6678
"Iraq","Dinamarca","Hombres","menos de 14",20,30,50,0.7428
"Israel","Dinamarca","Hombres","menos de 14",0,5,5,0.0411
"Jordán","Dinamarca","Hombres","menos de 14",0,15,15,0.2598
"Kosovo","Dinamarca","Hombres","menos de 14",5,95,100,0.0913
"Líbano","Dinamarca","Hombres","menos de 14",5,10,15,0.1432
"Macedonia","Dinamarca","Hombres","menos de 14",0,10,10,0.0083
"Myanmar/Burma","Dinamarca","Hombres","menos de 14",0,10,10,0.7411
"Nigeria","Dinamarca","Hombres","menos de 14",0,10,10,0.17
"Pakistán","Dinamarca","Hombres","menos de 14",0,20,20,0.2555
"Palestina","Dinamarca","Hombres","menos de 14",5,0,5,0.7748
"Rusia","Dinamarca","Hombres","menos de 14",155,315,470,0.2777
"Serbia","Dinamarca","Hombres","menos de 14",15,255,270,0.0419
"Siria","Dinamarca","Hombres","menos de 14",655,100,755,0.9275
"Somalia","Dinamarca","Hombres","menos de 14",70,100,170,0.7963
"Sri Lanka","Dinamarca","Hombres","menos de 14",0,5,5,0.4593
"Sudán","Dinamarca","Hombres","menos de 14",5,5,10,0.6411
"Turquía","Dinamarca","Hombres","menos de 14",0,5,5,0.2578
"Ucrania","Dinamarca","Hombres","menos de 14",0,5,5,0.1287
"Uganda","Dinamarca","Hombres","menos de 14",0,5,5,0.5775
"Afganistán","Eslovaquia","Hombres","menos de 14",25,0,25,0.8075
"Etiopía","Eslovaquia","Hombres","menos de 14",5,0,5,0.6965
"Irán","Eslovaquia","Hombres","menos de 14",0,5,5,0.8227
"Iraq","Eslovaquia","Hombres","menos de 14",0,5,5,0.8696
"Palestina","Eslovaquia","Hombres","menos de 14",5,0,5,0.8882
"Rusia","Eslovaquia","Hombres","menos de 14",0,5,5,0.4702
"Serbia","Eslovaquia","Hombres","menos de 14",0,5,5,0.0916
"Somalia","Eslovaquia","Hombres","menos de 14",15,0,15,0.9003
"Turquía","Eslovaquia","Hombres","menos de 14",0,5,5,0.4451
"Afganistán","Eslovenia","Hombres","menos de 14",0,5,5,0.319
"Bosnia y Herzegovina","Eslovenia","Hombres","menos de 14",0,10,10,0.0136
"Croacia","Eslovenia","Hombres","menos de 14",0,5,5,0.0111
"Kazakhstan","Eslovenia","Hombres","menos de 14",5,5,10,0.0432
"Kosovo","Eslovenia","Hombres","menos de 14",0,20,20,0.0252
"Montenegro","Eslovenia","Hombres","menos de 14",0,5,5,0.0051
"Serbia","Eslovenia","Hombres","menos de 14",0,25,25,0.0111
"Somalia","Eslovenia","Hombres","menos de 14",10,5,15,0.502
"Afganistán","España","Hombres","menos de 14",10,0,10,0.6097
"Algeria","España","Hombres","menos de 14",5,15,20,0.0697
"Apátrida","España","Hombres","menos de 14",5,0,5,0.7837
"Argentina","España","Hombres","menos de 14",0,5,5,0
"Armenia","España","Hombres","menos de 14",0,20,20,0.1064
"Bosnia y Herzegovina","España","Hombres","menos de 14",0,5,5,0.0439
"Camerún","España","Hombres","menos de 14",0,10,10,0.3023
"Colombia","España","Hombres","menos de 14",15,335,350,0.1991
"Costa de Marfil","España","Hombres","menos de 14",5,5,10,0.3177
"Cuba","España","Hombres","menos de 14",65,5,70,0.7074
"Desconocido","España","Hombres","menos de 14",10,0,10,0.4174
"El Salvador","España","Hombres","menos de 14",0,15,15,0.1746
"Etiopía","España","Hombres","menos de 14",5,0,5,0.4609
"Georgia","España","Hombres","menos de 14",0,5,5,0.0483
"Guinea","España","Hombres","menos de 14",0,5,5,0.3896
"Guinea Ecuatorial","España","Hombres","menos de 14",5,0,5,0.4568
"Honduras","España","Hombres","menos de 14",0,15,15,0.1627
"Irán","España","Hombres","menos de 14",0,5,5,0.6335
"Iraq","España","Hombres","menos de 14",15,10,25,0.7129
"Jordán","España","Hombres","menos de 14",5,0,5,0.2318
"Libia","España","Hombres","menos de 14",0,5,5,0.3778
"Macedonia","España","Hombres","menos de 14",0,5,5,0.0072
"Marruecos","España","Hombres","menos de 14",5,10,15,0.095
"México","España","Hombres","menos de 14",0,10,10,0
"Nigeria","España","Hombres","menos de 14",0,100,100,0.1497
"Pakistán","España","Hombres","menos de 14",15,0,15,0.2278
"Palestina","España","Hombres","menos de 14",65,0,65,0.7474
"Rep. Dem. Congo","España","Hombres","menos de 14",15,25,40,0.2851
"Rusia","España","Hombres","menos de 14",5,15,20,0.2484
"Serbia","España","Hombres","menos de 14",0,5,5,0.0362
"Siria","España","Hombres","menos de 14",165,15,180,0.9167
"Somalia","España","Hombres","menos de 14",30,0,30,0.7707
"Sri Lanka","España","Hombres","menos de 14",10,0,10,0.4221
"Sudán","España","Hombres","menos de 14",10,15,25,0.6056
"Turquía","España","Hombres","menos de 14",0,5,5,0.23
"Ucrania","España","Hombres","menos de 14",0,5,5,0.1127
"Venezuela","España","Hombres","menos de 14",0,10,10,0.1379
"Afganistán","Finlandia","Hombres","menos de 14",110,70,180,0.7516
"Albania","Finlandia","Hombres","menos de 14",0,15,15,0.2091
"Algeria","Finlandia","Hombres","menos de 14",0,5,5,0.1267
"Angola","Finlandia","Hombres","menos de 14",15,10,25,0.348
"Apátrida","Finlandia","Hombres","menos de 14",10,5,15,0.8753
"Bielorrusia","Finlandia","Hombres","menos de 14",0,5,5,0.3593
"Bosnia y Herzegovina","Finlandia","Hombres","menos de 14",0,15,15,0.0817
"Bulgaria","Finlandia","Hombres","menos de 14",0,135,135,0
"Camerún","Finlandia","Hombres","menos de 14",5,0,5,0.4564
"China (incluye Hong Kong)","Finlandia","Hombres","menos de 14",5,0,5,0.4753
"Croacia","Finlandia","Hombres","menos de 14",0,10,10,0.0675
"Desconocido","Finlandia","Hombres","menos de 14",10,20,30,0.5812
"Etiopía","Finlandia","Hombres","menos de 14",5,0,5,0.6235
"Ghana","Finlandia","Hombres","menos de 14",0,5,5,0.3464
"Irán","Finlandia","Hombres","menos de 14",30,15,45,0.77
"Iraq","Finlandia","Hombres","menos de 14",165,65,230,0.8279
"Kazakhstan","Finlandia","Hombres","menos de 14",5,0,5,0.2259
"Kenya","Finlandia","Hombres","menos de 14",0,5,5,0.283
"Kosovo","Finlandia","Hombres","menos de 14",25,50,75,0.1433
"Kyrgyzstan","Finlandia","Hombres","menos de 14",5,0,5,0.2489
"Macedonia","Finlandia","Hombres","menos de 14",0,5,5,0.0138
"Montenegro","Finlandia","Hombres","menos de 14",0,5,5,0.0319
"Nigeria","Finlandia","Hombres","menos de 14",15,40,55,0.2544
"Pakistán","Finlandia","Hombres","menos de 14",0,5,5,0.3637
"Rep. Dem. Congo","Finlandia","Hombres","menos de 14",10,0,10,0.4358
"Rumanía","Finlandia","Hombres","menos de 14",0,5,5,0.0334
"Rusia","Finlandia","Hombres","menos de 14",115,225,340,0.3904
"Serbia","Finlandia","Hombres","menos de 14",0,65,65,0.0678
"Siria","Finlandia","Hombres","menos de 14",45,0,45,0.9552
"Somalia","Finlandia","Hombres","menos de 14",105,35,140,0.8669
"Sri Lanka","Finlandia","Hombres","menos de 14",5,0,5,0.5859
"Turquía","Finlandia","Hombres","menos de 14",5,20,25,0.3665
"Ucrania","Finlandia","Hombres","menos de 14",0,20,20,0.1975
"Afganistán","Francia","Hombres","menos de 14",150,40,190,0.6641
"Albania","Francia","Hombres","menos de 14",125,1350,1475,0.1473
"Algeria","Francia","Hombres","menos de 14",45,270,315,0.0866
"Angola","Francia","Hombres","menos de 14",140,325,465,0.2586
"Apátrida","Francia","Hombres","menos de 14",15,0,15,0.821
"Armenia","Francia","Hombres","menos de 14",115,1060,1175,0.131
"Azerbaijan","Francia","Hombres","menos de 14",120,265,385,0.285
"Bangladesh","Francia","Hombres","menos de 14",60,170,230,0.1553
"Bielorrusia","Francia","Hombres","menos de 14",15,15,30,0.2682
"Bosnia y Herzegovina","Francia","Hombres","menos de 14",155,380,535,0.0549
"Burkina Faso","Francia","Hombres","menos de 14",0,5,5,0.2553
"Burundi","Francia","Hombres","menos de 14",20,5,25,0.4994
"Camboya","Francia","Hombres","menos de 14",5,0,5,0.3397
"Camerún","Francia","Hombres","menos de 14",25,30,55,0.3543
"Chad","Francia","Hombres","menos de 14",45,40,85,0.409
"China (incluye Hong Kong)","Francia","Hombres","menos de 14",105,195,300,0.3718
"Colombia","Francia","Hombres","menos de 14",10,15,25,0.2394
"Comoras","Francia","Hombres","menos de 14",85,155,240,0.2574
"Congo","Francia","Hombres","menos de 14",90,45,135,0.3454
"Corea del Norte","Francia","Hombres","menos de 14",0,5,5,0.5595
"Costa de Marfil","Francia","Hombres","menos de 14",90,100,190,0.3709
"Croacia","Francia","Hombres","menos de 14",0,5,5,0.0452
"Djibouti","Francia","Hombres","menos de 14",10,15,25,0.5192
"Egipto","Francia","Hombres","menos de 14",40,55,95,0.354
"Eritrea","Francia","Hombres","menos de 14",110,75,185,0.8793
"Etiopía","Francia","Hombres","menos de 14",40,10,50,0.5197
"Gabón","Francia","Hombres","menos de 14",0,5,5,0.1732
"Gambia","Francia","Hombres","menos de 14",0,15,15,0.2556
"Georgia","Francia","Hombres","menos de 14",105,970,1075,0.0604
"Guinea","Francia","Hombres","menos de 14",310,335,645,0.447
"Guinea-Bissau","Francia","Hombres","menos de 14",20,5,25,0.2884
"Haití","Francia","Hombres","menos de 14",100,60,160,0.1996
"India","Francia","Hombres","menos de 14",5,10,15,0.0415
"Irán","Francia","Hombres","menos de 14",25,15,40,0.6863
"Iraq","Francia","Hombres","menos de 14",110,10,120,0.7586
"Jordán","Francia","Hombres","menos de 14",0,5,5,0.2765
"Kazakhstan","Francia","Hombres","menos de 14",30,55,85,0.1602
"Kenya","Francia","Hombres","menos de 14",5,0,5,0.205
"Kosovo","Francia","Hombres","menos de 14",270,1695,1965,0.0986
"Kyrgyzstan","Francia","Hombres","menos de 14",10,35,45,0.178
"Laos","Francia","Hombres","menos de 14",5,0,5,0.6347
"Líbano","Francia","Hombres","menos de 14",0,5,5,0.1539
"Liberia","Francia","Hombres","menos de 14",5,0,5,0.2462
"Libia","Francia","Hombres","menos de 14",15,20,35,0.4346
"Macedonia","Francia","Hombres","menos de 14",5,215,220,0.009
"Madagascar","Francia","Hombres","menos de 14",15,15,30,0.1705
"Mali","Francia","Hombres","menos de 14",145,210,355,0.4593
"Marruecos","Francia","Hombres","menos de 14",10,10,20,0.1173
"Mauritania","Francia","Hombres","menos de 14",145,50,195,0.3059
"Moldavia","Francia","Hombres","menos de 14",0,15,15,0.0541
"Mongolia","Francia","Hombres","menos de 14",20,65,85,0.0603
"Montenegro","Francia","Hombres","menos de 14",10,180,190,0.0211
"Myanmar/Burma","Francia","Hombres","menos de 14",5,10,15,0.757
"Nepal","Francia","Hombres","menos de 14",5,10,15,0.2094
"Níger","Francia","Hombres","menos de 14",5,0,5,0.3379
"Nigeria","Francia","Hombres","menos de 14",55,260,315,0.1823
"Pakistán","Francia","Hombres","menos de 14",35,75,110,0.2719
"Palestina","Francia","Hombres","menos de 14",35,0,35,0.7893
"Perú","Francia","Hombres","menos de 14",10,15,25,0.2096
"Rep. Dem. Congo","Francia","Hombres","menos de 14",685,1045,1730,0.3355
"República Centroafricana","Francia","Hombres","menos de 14",40,0,40,0.7852
"Ruanda","Francia","Hombres","menos de 14",95,25,120,0.5751
"Rusia","Francia","Hombres","menos de 14",1110,2305,3415,0.295
"Sahara Occidental","Francia","Hombres","menos de 14",5,5,10,0.5163
"Senegal","Francia","Hombres","menos de 14",20,45,65,0.2804
"Serbia","Francia","Hombres","menos de 14",210,350,560,0.0454
"Sierra Leona","Francia","Hombres","menos de 14",20,0,20,0.4098
"Siria","Francia","Hombres","menos de 14",530,25,555,0.933
"Somalia","Francia","Hombres","menos de 14",110,50,160,0.8097
"Sri Lanka","Francia","Hombres","menos de 14",805,200,1005,0.4804
"Sudán","Francia","Hombres","menos de 14",105,60,165,0.6604
"Togo","Francia","Hombres","menos de 14",40,5,45,0.3036
"Túnez","Francia","Hombres","menos de 14",5,15,20,0.057
"Turquía","Francia","Hombres","menos de 14",140,280,420,0.2744
"Ucrania","Francia","Hombres","menos de 14",15,55,70,0.1385
"Uzbekistán","Francia","Hombres","menos de 14",0,20,20,0.2748
"Vietnam","Francia","Hombres","menos de 14",10,0,10,0.1166
"Yemen","Francia","Hombres","menos de 14",5,0,5,0.5723
"Afganistán","Grecia","Hombres","menos de 14",40,225,265,0.1565
"Albania","Grecia","Hombres","menos de 14",0,195,195,0.016
"Apátrida","Grecia","Hombres","menos de 14",0,5,5,0.3008
"Armenia","Grecia","Hombres","menos de 14",0,15,15,0.0139
